exercicio;periodo;periodicidade;instituicao;cod_ibge;uf;co_poder;populacao;anexo;esfera;rotulo;coluna;cod_conta;conta;valor
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 2º Quadrimestre;RGF2ReceitaCorrenteLiquida;RECEITA CORRENTE LÍQUIDA - RCL;3788541644,8
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 3º Quadrimestre;RGF2ReceitaCorrenteLiquida;RECEITA CORRENTE LÍQUIDA - RCL;3827183704,49
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;PercentualDaDCSobreARCL;% da DC sobre a RCL (I/RCL);28,96
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 1º Quadrimestre;PercentualDaDCSobreARCL;% da DC sobre a RCL (I/RCL);27,92
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 2º Quadrimestre;PercentualDaDCSobreARCL;% da DC sobre a RCL (I/RCL);26,57
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 3º Quadrimestre;PercentualDaDCSobreARCL;% da DC sobre a RCL (I/RCL);26,74
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;PercentualDaDCLSobreARCL;% da DCL sobre a RCL (III/RCL);26,49
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 1º Quadrimestre;PercentualDaDCLSobreARCL;% da DCL sobre a RCL (III/RCL);16,18
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 2º Quadrimestre;PercentualDaDCLSobreARCL;% da DCL sobre a RCL (III/RCL);15,84
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 3º Quadrimestre;PercentualDaDCLSobreARCL;% da DCL sobre a RCL (III/RCL);22,69
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;LimiteDefinidoPorResolucaoDoSenadoFederal;LIMITE DEFINIDO POR RESOLUÇÃO DO SENADO FEDERAL;4429557912,48
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 1º Quadrimestre;LimiteDefinidoPorResolucaoDoSenadoFederal;LIMITE DEFINIDO POR RESOLUÇÃO DO SENADO FEDERAL;4446219088,27
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 2º Quadrimestre;LimiteDefinidoPorResolucaoDoSenadoFederal;LIMITE DEFINIDO POR RESOLUÇÃO DO SENADO FEDERAL;4546249973,76
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 3º Quadrimestre;LimiteDefinidoPorResolucaoDoSenadoFederal;LIMITE DEFINIDO POR RESOLUÇÃO DO SENADO FEDERAL;4592620445,39
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;LimiteDeAlerta;LIMITE DE ALERTA (inciso III do § 1º do art. 59 da LRF);3986602121,23
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 1º Quadrimestre;LimiteDeAlerta;LIMITE DE ALERTA (inciso III do § 1º do art. 59 da LRF);4001597179,44
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 2º Quadrimestre;LimiteDeAlerta;LIMITE DE ALERTA (inciso III do § 1º do art. 59 da LRF);4091624976,38
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 3º Quadrimestre;LimiteDeAlerta;LIMITE DE ALERTA (inciso III do § 1º do art. 59 da LRF);4133358400,85
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;DetalheDaDividaContratual;DÍVIDA CONTRATUAL (IV = V + VI + VII + VIII);1069146889,89
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 1º Quadrimestre;DetalheDaDividaContratual;DÍVIDA CONTRATUAL (IV = V + VI + VII + VIII);1034565001,67
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 2º Quadrimestre;DetalheDaDividaContratual;DÍVIDA CONTRATUAL (IV = V + VI + VII + VIII);1006631790,77
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 3º Quadrimestre;DetalheDaDividaContratual;DÍVIDA CONTRATUAL (IV = V + VI + VII + VIII);1023482620,44
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;ParcelamentoDeDividas;PARCELAMENTO DE DÍVIDAS (VI);235273856,44
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 1º Quadrimestre;ParcelamentoDeDividas;PARCELAMENTO DE DÍVIDAS (VI);230578149,0
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 2º Quadrimestre;ParcelamentoDeDividas;PARCELAMENTO DE DÍVIDAS (VI);224599644,83
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 3º Quadrimestre;ParcelamentoDeDividas;PARCELAMENTO DE DÍVIDAS (VI);224416349,84
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;ParcelamentoDeDividasDeContribuicoesSociais;De Contribuições Sociais;234930378,76
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 1º Quadrimestre;ParcelamentoDeDividasDeContribuicoesSociais;De Contribuições Sociais;230234671,32
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 2º Quadrimestre;ParcelamentoDeDividasDeContribuicoesSociais;De Contribuições Sociais;224287392,35
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 3º Quadrimestre;ParcelamentoDeDividasDeContribuicoesSociais;De Contribuições Sociais;224129077,52
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;ParcelamentoDeDividasDeContribuicoesSociaisPrevidenciarias;Previdenciárias;204054171,71
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 1º Quadrimestre;ParcelamentoDeDividasDeContribuicoesSociaisPrevidenciarias;Previdenciárias;200270874,55
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 2º Quadrimestre;ParcelamentoDeDividasDeContribuicoesSociaisPrevidenciarias;Previdenciárias;197738945,83
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 3º Quadrimestre;ParcelamentoDeDividasDeContribuicoesSociaisPrevidenciarias;Previdenciárias;202485387,54
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;ParcelamentoDeDividasDeContribuicoesSociaisDemaisContribuicoesSociais;Demais Contribuições Sociais;30876207,05
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 1º Quadrimestre;ParcelamentoDeDividasDeContribuicoesSociaisDemaisContribuicoesSociais;Demais Contribuições Sociais;29963796,77
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 2º Quadrimestre;ParcelamentoDeDividasDeContribuicoesSociaisDemaisContribuicoesSociais;Demais Contribuições Sociais;26548446,52
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 3º Quadrimestre;ParcelamentoDeDividasDeContribuicoesSociaisDemaisContribuicoesSociais;Demais Contribuições Sociais;21643689,98
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;ParcelamentoDeDividasDoFGTS;Do FGTS;343477,68
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 1º Quadrimestre;ParcelamentoDeDividasDoFGTS;Do FGTS;343477,68
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 2º Quadrimestre;ParcelamentoDeDividasDoFGTS;Do FGTS;312252,48
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 3º Quadrimestre;ParcelamentoDeDividasDoFGTS;Do FGTS;287272,32
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;DividaComInstituicaoFinanceira;DÍVIDA COM INSTITUIÇÃO FINANCEIRA (VII);833873033,45
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 1º Quadrimestre;DividaComInstituicaoFinanceira;DÍVIDA COM INSTITUIÇÃO FINANCEIRA (VII);803986852,67
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 2º Quadrimestre;DividaComInstituicaoFinanceira;DÍVIDA COM INSTITUIÇÃO FINANCEIRA (VII);780840634,26
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 3º Quadrimestre;DividaComInstituicaoFinanceira;DÍVIDA COM INSTITUIÇÃO FINANCEIRA (VII);798404319,67
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;DividaComInstituicaoFinanceiraInterna;Interna;569394635,42
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 1º Quadrimestre;DividaComInstituicaoFinanceiraInterna;Interna;570258606,42
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 2º Quadrimestre;DividaComInstituicaoFinanceiraInterna;Interna;564003100,3
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 3º Quadrimestre;DividaComInstituicaoFinanceiraInterna;Interna;562141455,08
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;DividaComInstituicaoFinanceiraExterna;Externa;264478398,03
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 1º Quadrimestre;DividaComInstituicaoFinanceiraExterna;Externa;233728246,25
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 2º Quadrimestre;DividaComInstituicaoFinanceiraExterna;Externa;216837533,96
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 3º Quadrimestre;DividaComInstituicaoFinanceiraExterna;Externa;236262864,59
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 2º Quadrimestre;DemaisDividasContratuais;DEMAIS DÍVIDAS CONTRATUAIS (VIII);1191511,68
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 3º Quadrimestre;DemaisDividasContratuais;DEMAIS DÍVIDAS CONTRATUAIS (VIII);661950,93
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;Depositos;Depósitos;25878513,41
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 1º Quadrimestre;Depositos;Depósitos;65465228,21
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 2º Quadrimestre;Depositos;Depósitos;35565630,88
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 3º Quadrimestre;Depositos;Depósitos;24086096,85
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 1º Quadrimestre;RPNaoProcessadosDeExerciciosAnteriores;RP Não-Processados de Exercícios Anteriores;39294863,7
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 2º Quadrimestre;RPNaoProcessadosDeExerciciosAnteriores;RP Não-Processados de Exercícios Anteriores;21754929,34
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;DividaConsolidadaPrevidenciaria;DÍVIDA CONSOLIDADA PREVIDENCIÁRIA (IX);386877451,4
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 1º Quadrimestre;DividaConsolidadaPrevidenciaria;DÍVIDA CONSOLIDADA PREVIDENCIÁRIA (IX);886852909,41
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 2º Quadrimestre;DividaConsolidadaPrevidenciaria;DÍVIDA CONSOLIDADA PREVIDENCIÁRIA (IX);906627067,54
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 3º Quadrimestre;DividaConsolidadaPrevidenciaria;DÍVIDA CONSOLIDADA PREVIDENCIÁRIA (IX);1082518116,36
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;DividaConsolidadaPrevidenciariaPassivoAtuarial;Passivo Atuarial;386877451,4
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 1º Quadrimestre;DividaConsolidadaPrevidenciariaPassivoAtuarial;Passivo Atuarial;886852909,41
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 2º Quadrimestre;DividaConsolidadaPrevidenciariaPassivoAtuarial;Passivo Atuarial;906627067,54
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 3º Quadrimestre;DividaConsolidadaPrevidenciariaPassivoAtuarial;Passivo Atuarial;1082518116,36
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;DeducoesDaDividaConsolidadaPrevidenciaria;DEDUÇÕES (X);1091382239,31
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 1º Quadrimestre;DeducoesDaDividaConsolidadaPrevidenciaria;DEDUÇÕES (X);1244872153,33
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 2º Quadrimestre;DeducoesDaDividaConsolidadaPrevidenciaria;DEDUÇÕES (X);1367580094,46
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 3º Quadrimestre;DeducoesDaDividaConsolidadaPrevidenciaria;DEDUÇÕES (X);1423736156,1
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;DisponibilidadeDeCaixaBrutaPrevidenciaria;Disponibilidade de Caixa Bruta;72518597,02
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 1º Quadrimestre;DisponibilidadeDeCaixaBrutaPrevidenciaria;Disponibilidade de Caixa Bruta;76909215,28
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 2º Quadrimestre;DisponibilidadeDeCaixaBrutaPrevidenciaria;Disponibilidade de Caixa Bruta;34716947,01
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 3º Quadrimestre;DisponibilidadeDeCaixaBrutaPrevidenciaria;Disponibilidade de Caixa Bruta;13064927,9
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;InvestimentosAtivo;Investimentos;1022070137,12
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 1º Quadrimestre;InvestimentosAtivo;Investimentos;1166864265,34
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 2º Quadrimestre;InvestimentosAtivo;Investimentos;1331756366,88
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 3º Quadrimestre;InvestimentosAtivo;Investimentos;1415610232,39
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;DemaisHaveresFinanceirosPrevidenciarios;Demais Haveres Financeiros;1111935,31
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 1º Quadrimestre;DemaisHaveresFinanceirosPrevidenciarios;Demais Haveres Financeiros;1111935,31
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 2º Quadrimestre;DemaisHaveresFinanceirosPrevidenciarios;Demais Haveres Financeiros;1111935,31
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 3º Quadrimestre;DemaisHaveresFinanceirosPrevidenciarios;Demais Haveres Financeiros;292756,44
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;RestosAPagarProcessados;(-) Restos a Pagar Processados;4318430,14
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 1º Quadrimestre;RestosAPagarProcessados;(-) Restos a Pagar Processados;13262,6
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 2º Quadrimestre;RestosAPagarProcessados;(-) Restos a Pagar Processados;5154,74
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 3º Quadrimestre;RestosAPagarProcessados;(-) Restos a Pagar Processados;5231760,63
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;ObrigacoesNaoIntegrantesDaDC;Obrigações Não Integrantes da Dívida Consolidada;23537358,32
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 1º Quadrimestre;ObrigacoesNaoIntegrantesDaDC;Obrigações Não Integrantes da Dívida Consolidada;39016237,57
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 2º Quadrimestre;ObrigacoesNaoIntegrantesDaDC;Obrigações Não Integrantes da Dívida Consolidada;41775180,35
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 3º Quadrimestre;ObrigacoesNaoIntegrantesDaDC;Obrigações Não Integrantes da Dívida Consolidada;13263500,08
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;DividaConsolidadaLiquidaPrevidenciaria;DÍVIDA CONSOLIDADA LÍQUIDA PREVIDENCIÁRIA (XI) = (IX - X);-704504787,91
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 1º Quadrimestre;DividaConsolidadaLiquidaPrevidenciaria;DÍVIDA CONSOLIDADA LÍQUIDA PREVIDENCIÁRIA (XI) = (IX - X);-358019243,92
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 2º Quadrimestre;DividaConsolidadaLiquidaPrevidenciaria;DÍVIDA CONSOLIDADA LÍQUIDA PREVIDENCIÁRIA (XI) = (IX - X);-460953026,92
2016;3;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1617183;RGF-Anexo 02;M;;Até o 3º Quadrimestre;DividaConsolidadaLiquidaPrevidenciaria;DÍVIDA CONSOLIDADA LÍQUIDA PREVIDENCIÁRIA (XI) = (IX - X);-341218039,74
2017;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1625583;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;DividaConsolidada;DÍVIDA CONSOLIDADA - DC (I);1023482620,44
2017;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1625583;RGF-Anexo 02;M;;Até o 1º Quadrimestre;DividaConsolidada;DÍVIDA CONSOLIDADA - DC (I);996741164,83
2017;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1625583;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;DividaContratual;Dívida Contratual;1023482620,44
2017;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1625583;RGF-Anexo 02;M;;Até o 1º Quadrimestre;DividaContratual;Dívida Contratual;996741164,83
2017;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1625583;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;RGF2Emprestimos;Empréstimos;798404319,67
2017;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1625583;RGF-Anexo 02;M;;Até o 1º Quadrimestre;RGF2Emprestimos;Empréstimos;783891030,07
2017;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1625583;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;RGF2EmprestimosInternos;Internos;562141455,08
2017;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1625583;RGF-Anexo 02;M;;Até o 1º Quadrimestre;RGF2EmprestimosInternos;Internos;552028507,87
2017;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1625583;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;RGF2EmprestimosExternos;Externos;236262864,59
2017;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1625583;RGF-Anexo 02;M;;Até o 1º Quadrimestre;RGF2EmprestimosExternos;Externos;231862522,2
2017;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1625583;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;RGF2ParcelamentoERenegociacaoDeDividas;Parcelamento e Renegociação de Dívidas;224416349,84
2017;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1625583;RGF-Anexo 02;M;;Até o 1º Quadrimestre;RGF2ParcelamentoERenegociacaoDeDividas;Parcelamento e Renegociação de Dívidas;212548898,95
2017;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1625583;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;RGF2ParcelamentoERenegociacaoDeDividasDeContribuicoesSociaisPrevidenciarias;De Contribuições Previdenciárias;202485387,54
2017;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1625583;RGF-Anexo 02;M;;Até o 1º Quadrimestre;RGF2ParcelamentoERenegociacaoDeDividasDeContribuicoesSociaisPrevidenciarias;De Contribuições Previdenciárias;191831582,74
2017;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1625583;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;RGF2ParcelamentoERenegociacaoDeDividasDeContribuicoesSociaisDemaisContribuicoesSociais;De Demais Contribuições Sociais;21643689,98
2017;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1625583;RGF-Anexo 02;M;;Até o 1º Quadrimestre;RGF2ParcelamentoERenegociacaoDeDividasDeContribuicoesSociaisDemaisContribuicoesSociais;De Demais Contribuições Sociais;20430043,89
2017;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1625583;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;RGF2ParcelamentoERenegociacaoDeDividasDoFGTS;Do FGTS;287272,32
2017;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1625583;RGF-Anexo 02;M;;Até o 1º Quadrimestre;RGF2ParcelamentoERenegociacaoDeDividasDoFGTS;Do FGTS;287272,32
2017;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1625583;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;RGF2DemaisDividasContratuais;Demais Dívidas Contratuais;661950,93
2017;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1625583;RGF-Anexo 02;M;;Até o 1º Quadrimestre;RGF2DemaisDividasContratuais;Demais Dívidas Contratuais;301235,81
2017;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1625583;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;DeducoesDaDividaConsolidada;DEDUÇÕES (II);155243518,5
2017;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1625583;RGF-Anexo 02;M;;Até o 1º Quadrimestre;DeducoesDaDividaConsolidada;DEDUÇÕES (II);460051393,16
2017;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1625583;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;RGF2DisponibilidadeDeCaixa;Disponibilidade de Caixa;123640860,58
2017;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1625583;RGF-Anexo 02;M;;Até o 1º Quadrimestre;RGF2DisponibilidadeDeCaixa;Disponibilidade de Caixa;431160576,31
2017;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1625583;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;DisponibilidadeDeCaixaBrutaAnexo02;Disponibilidade de Caixa Bruta;254024761,03
